wallet_address,total_deposit,total_withdraw,total_borrow,total_repay,total_liquidate,score,risk_category,is_bot,bot_risk
0x371ee509100af3eb863ed61b07825a50b60ab5c3,0.0013171795243395138,0.00570347874219798,0.006220379373731728,0.010121082218611275,0.0,0.0014336467583317665,High Risk,False,Human
0xc0edffe90b881b584a3a9d8c39dd24aadc09ce6b,0.007160288214909653,0.01844088234370885,0.0,0.0,0.0,0.0014320576429819308,High Risk,False,Human
0xbc0c33fff2888a499a519a641a91f9d7dd270b71,0.0036455007655955634,0.0003406205438319563,0.019422438677727832,0.021750492957756336,0.0,0.0014275164371276641,High Risk,False,Human
0x84f10948e7e8c26dfaff67662d2168147c3d719c,0.007101855411286381,0.00931639045083223,0.0,0.0,0.0,0.0014203710822572762,High Risk,False,Human
0x429e8a3534b37379c7e5dfa6db41f50d415ba163,0.006935132305418337,3.530077342455793e-05,0.0,0.0,0.0,0.0013870264610836675,High Risk,False,Human
0x46a0b4fa58141aba23185e79f7047a7dfd0ff100,0.006917884976031114,0.0090228569033747,0.0,0.0,0.0,0.0013835769952062228,High Risk,False,Human
0x85697c00fb7bfdd5b31826f4e807459fb9941b19,0.006915752056759677,0.012046385340555884,0.0,0.0,0.0,0.0013831504113519355,High Risk,False,Human
0x3ef71b47a6b985f753b02b15b7b64c8985bcc4a8,0.006900595216632008,0.004459772251132772,0.0,0.0,0.0,0.0013801190433264017,High Risk,False,Human
0xae8a12537986112027a997181f2ec8f8c01a1dd4,0.006706725683106469,0.008304977514963662,0.0,0.0,0.0,0.001341345136621294,High Risk,False,Human
0x083674408a89ccbb0fc9653cf93a1de0b017a2e2,0.005628401413121295,0.00737522836071354,0.0071775935801171075,0.007885535387223764,0.0,0.0013380628247562565,High Risk,False,Human
0xbed4e3cd89918563a9ce4b04cf5379daf566bd53,0.006132591056440763,0.015477797982858926,0.00359240295796804,0.0039424064817533844,0.0,0.001331519268423756,High Risk,False,Human
0x39610340570b25e3fa140c796b89b64a13f19648,0.0,0.0,0.0,0.00440466645362592,0.0,0.0013213999360877759,High Risk,False,Human
0xdcff45f5867b7722743f3c746a138e5aac4a46e2,0.006585088812909334,0.0,0.0,0.0,0.0,0.0013170177625818668,High Risk,False,Human
0x3026a225d43c63bc36a1ccafae449c403069f9fd,0.006529276159240319,0.011767510353998215,0.0,0.0,0.0,0.001305855231848064,High Risk,False,Human
0x331251c7e76d26cb33acc063240ce8ee03ce6ec2,0.006425218772906277,0.0,0.0,0.0,0.0,0.0012850437545812556,High Risk,False,Human
0xe2bc1ce434bcc3f3e92a70a6955a1ebf3f459a9f,0.006299825175144534,0.008773954804578803,0.0,0.0,0.0,0.001259965035028907,High Risk,False,Human
0xa7171cc94e1511632715bda67de086c0d83f5402,0.006255367335090916,0.006774933051656595,0.0,0.0,0.0,0.0012510734670181834,High Risk,False,Human
0xb45de55de3d88b1dc8d9895711c96a0d27c4bb6d,0.0060417788695653115,0.008145340384108801,0.0,0.0,0.0,0.0012083557739130625,High Risk,False,Human
0xc023d24aadf84c20dfb554e90669797b48ac8620,0.009268832402594199,0.012334848214694773,0.00221411864710401,0.0,0.0,0.0011895308863876367,High Risk,False,Human
0x0489076a0d17394835af93cd62acff703b6814a9,0.0050690926350142424,0.0,0.005634132944317415,0.006194960694959694,0.0,0.001182066852195532,High Risk,False,Human
0xc4b485a4a6faf2a8e17a57f8ed198f058fe2b408,0.006394812994806511,0.010795538304707388,0.0003262506944587864,0.0,0.0,0.0011810873906236664,High Risk,False,Human
0xee37f338220479c8f652e3557f02513bdb11c160,0.004782477421272748,0.006783098317255159,0.0072869461068705375,0.00803033997216132,0.0,0.0011795136438417842,High Risk,False,Human
0x7909c2883db0f3a7c2e36c19db241aa238a8be7a,5.039880299636826e-07,0.003431770653851082,0.005289183131534744,0.00919168954142368,0.0,0.0011708527205726736,High Risk,False,Human
0x3a32ecf794c2172f47d0186baee4bfa74d2ebc9f,0.0,0.0,0.005332541516931291,0.009225500509750156,0.0,0.0011678876978456596,High Risk,False,Human
0xe7d6e666063904e2f21beb8daed5eefeddaad794,0.005837108164998676,0.007624709584330523,0.0,0.0,0.0,0.0011674216329997352,High Risk,False,Human
0x840598d0d266cf1a009e65d4414f747b2e799330,0.005799856971911431,0.0076329485630969,0.0,0.0,0.0,0.0011599713943822863,High Risk,False,Human
0xecc996953e976a305ee585a9c7bbbcc85d1c467b,0.007485390284372975,0.017981235319992107,0.039280752415169824,0.038150511288977985,0.0,0.0011580057190170422,High Risk,False,Human
0x0e532f71e574e0d2f421e381e4d1ae2c7097b7c8,0.005271900227369368,0.008661054758570895,0.002817474457963825,0.00310796569792222,0.0,0.001141527417461392,High Risk,False,Human
0x56f999024e23e626a95988ce77d4c7742561ca4b,0.005702768915900871,0.001645563713042958,0.0,0.0,0.0,0.0011405537831801742,High Risk,False,Human
0xb1156ef2dc0317f80ebce395806b20cb91dcb5f3,0.005693746993594894,0.007436192553405446,0.0,0.0,0.0,0.001138749398718979,High Risk,False,Human
0x1878fedb5f431c898303f642dc41312e8ba54a32,0.005649918122500252,0.007296789187316631,0.0,0.0,0.0,0.0011299836245000506,High Risk,False,Human
0xbfebe09d854272c3aeeb1e4411c2b02a83d0339e,0.00479577870509259,0.0063072513972033785,0.004959537322060752,0.005445879628718068,0.0,0.0011050584330157126,High Risk,False,Human
0xf47b25c9aa978f080995fdcd0d1b04ce274747ba,0.005417152643335188,0.009036441745836338,0.0,0.0,0.0,0.0010834305286670377,High Risk,False,Human
0x67d3ccbd1d81e7b1427b70d94454e0039271d237,0.005319429427843558,0.011398222650114467,0.0,0.0,0.0,0.0010638858855687116,High Risk,False,Human
0x1fc931e464b63cd55e69c1fd4461317fe35ff771,0.005314015933672522,2.203669260038466e-05,0.0,0.0,0.0,0.0010628031867345046,High Risk,False,Human
0xd9b99266c42d427bb3a64f30a0242bbeb41f6830,0.00031161473085021253,0.0024763114002696743,0.02189583546427202,0.025227360711969887,0.0,0.0010617805204794026,High Risk,False,Human
0xfcb6a30ef6f39edb1c3f8b5dcd5eade4efc2cb1e,0.00524858431130639,0.006854458458417495,0.0,0.0,0.0,0.001049716862261278,High Risk,False,Human
0xb4df85cc20b5604496be657b27194926bd878cee,0.005229491605157606,0.006927464844738237,0.0,0.0,0.0,0.0010458983210315212,High Risk,False,Human
0xf7c751457363e84f5fda68e527b318468f334cec,0.004497588137995762,0.009519063219104106,0.0038831900544691387,0.004319843978227027,0.0,0.0010305138047265188,High Risk,False,Human
0x65b0bf8ee4947edd2a500d74e50a3d757dc79de0,0.0,0.0,0.034563343214730875,0.03796197865106074,0.0,0.0010195906308989606,High Risk,False,Human
0x21edc17321fee0772bb5a9048f5ceb68769261d9,0.005064187264432762,0.006640424420597919,0.0,0.0,0.0,0.0010128374528865524,High Risk,False,Human
0x4b38d3b4fb1e5a7674b486a89aed5cba5614613c,0.005030155037837983,0.00857918845012814,0.0,0.0,0.0,0.0010060310075675966,High Risk,False,Human
0xf189bda172ddc4b6250b8c2cfbc174af18d3ad29,0.005132765274230541,0.010192903539599467,7.297941909342879e-05,0.0,0.0,0.0010046592291180797,High Risk,False,Human
0xb5a790758cdb6644305d1cf368b67bbba4c9a68c,0.0,0.002458067333289519,0.0,0.0033199580686000853,0.0,0.0009959874205800255,High Risk,False,Human
0x7384b2ea175b7687faa503e4852ae5cac1deb021,0.00497835058287314,0.006552489430700651,0.0,0.0,0.0,0.000995670116574628,High Risk,False,Human
0x30781d7d755845fa50bfdb63ba7b9426a760f3b1,0.004953583317588789,0.004226576628709676,0.0,0.0,0.0,0.0009907166635177579,High Risk,False,Human
0x1c0a8dd3c93f348a25f8ab4dc9a98f1d11b66d5c,0.004226715829216525,0.0014760818849632424,0.0035211405900007083,0.004004813497565187,0.0,0.0009904450381126486,High Risk,False,Human
0x15e82c8dcf3979c530b5d05550664b01af261a04,0.0,0.0,0.00526008651397783,0.008517824163793203,0.0,0.000977321294944612,High Risk,False,Human
0x7aa29d3158bc446fabd3196f54c01f86321eae32,0.0,0.0,0.0,0.0032530221765310198,0.0,0.0009759066529593059,High Risk,False,Human
0x388b93c535b5c3ccdb14770516d7caf5590ed009,0.0,0.0,0.0216020895092068,0.024828034948840682,0.0,0.000967783631890165,High Risk,False,Human
0x03e3702d91098350d057ded0a05095f703bba2e7,0.003954524490096332,0.00411075739181534,0.0054712688880681525,0.0060344995568315275,0.0,0.0009598740986482787,High Risk,False,Human
0x9cfd5052dc827c11a6b3ab2bb5091773765ea2c8,0.004795593180175876,0.006325013181300496,0.0,0.0,0.0,0.0009591186360351752,High Risk,False,Human
0x55a3df57b7aaec16a162fd5316f35bec082821cf,0.004786620781304701,0.006242598731751688,0.0,0.0,0.0,0.0009573241562609402,High Risk,False,Human
0x992c0738268431baa068aea38a65627f56b9f4b8,0.004775958137925469,0.006257063260641061,0.0,0.0,0.0,0.0009551916275850939,High Risk,False,Human
0x285d23ea20ab8138e63889669b091704a1787278,0.003760845951421524,0.003763555869306245,0.0054615453070665215,0.006136014694952153,0.0,0.0009545100066499941,High Risk,False,Human
0x46c5334d0fa602c9124026d6d5583800e02d9342,0.004720848022847947,0.0,0.0,0.0,0.0,0.0009441696045695895,High Risk,False,Human
0x3d8e382e38d464e0352765b01f9fbcdde1eb56a0,0.004698494376852105,0.010685133179480086,0.0,0.0,0.0,0.0009396988753704211,High Risk,False,Human
0x12690cdba85ce9f5200110bdf391567e8635d759,0.006171490222252189,0.012883158338705684,0.0009892587279729176,0.0,0.0,0.0009375204260585626,High Risk,False,Human
0x30c2cc2a570378e2422fc75acd240978dfafbda9,0.0,0.0,0.08059379732921544,0.0837167346638164,0.0,0.0009368812003802893,High Risk,False,Human
0x16ad4e68c2e1d312c01098d3e1cfc633b90dff46,0.004458370811155864,0.011863608932873386,0.0015121462656444758,0.0016602234592883592,0.0,0.0009360973203243379,High Risk,False,Human
0xd9418d5bd82754420f92be3583ecfd3e984045ad,0.004678454547823449,0.0,0.0,0.0,0.0,0.0009356909095646899,High Risk,False,Human
0x8ad5ee55a8425a8a4938106050636e0901df4321,0.004674276494553558,0.0034380094498690193,0.0,0.0,0.0,0.0009348552989107116,High Risk,False,Human
